sample_id,item_qid,preferred_label,description,direct_class_labels,class_ancestor_labels,semantic_fact_texts,annotator_final_decision,annotator_eventour_category,annotator_is_ambiguous,annotator_notes
ann_0078,Q113092728,Biblioteca del Monastero S. Maria di Chiaravalle,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,struttura presente: sala lettura | campo di lavoro: studi biblici | campo di lavoro: teologia cristiana | membro di: Polo SBN di Biblioteche Ecclesiastiche italiane | accessibilità alle persone con disabilità: accessibile alle persone con disabilità motorie | Wi-Fi: sì | nome ufficiale: Biblioteca del Monastero S. Maria di Chiaravalle | numero di telefono: +39 025694007,,,,
ann_0079,Q113515478,Biblioteca del Museo Poldi Pezzoli. Sezione moderna,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: prestito interbibliotecario intersistemico | elemento operato: document delivery intersistemico | campo di lavoro: Arti | Wi-Fi: no | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca del Museo Poldi Pezzoli. Sezione moderna | numero di telefono: +39 0245473800,,,,
ann_0080,Q3639653,Biblioteca del Museo civico di storia naturale di Milano,biblioteca di Milano,archivio | biblioteca di un ente territoriale italiano | biblioteca specializzata,biblioteca | collezione | GLAM | organizzazione,elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | campo di lavoro: Scienze Naturali | membro di: ACNP | membro di: Polo regionale Lombardia | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì,,,,
ann_0081,Q113639764,Biblioteca del Museo delle Culture,biblioteca specializzata a Milano,biblioteca di un ente territoriale italiano | biblioteca specializzata,biblioteca,elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | campo di lavoro: Arti | giorni di apertura: venerdì | giorni di apertura: mercoledì | nome ufficiale: Biblioteca del Museo delle Culture | numero di telefono: +39 0288465007 | codice postale: 20144,,,,
ann_0082,Q113298752,Biblioteca del Polo San Paolo della Facoltà di medicina e chirurgia. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: Polo Università statale di Milano | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250323018 | codice postale: 20142 | dimensione della collezione o esposizione: 1730 | nome ufficiale: Biblioteca del Polo San Paolo della Facoltà di medicina e chirurgia dell'Università degli studi di Milano,,,,
ann_0083,Q113611868,Biblioteca del Polo di lingue e letterature straniere dell'Università degli studi di Milano,biblioteca universitaria a Milano,biblioteca universitaria,biblioteca accademica,membro di: Polo Università statale di Milano | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313546 | codice postale: 20123,,,,
ann_0084,Q113298715,Biblioteca del Polo di lingue e letterature straniere. Centro studi Stati Uniti. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: mercoledì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313593 | codice postale: 20123 | dimensione della collezione o esposizione: 8529 | nome ufficiale: Biblioteca del Polo di lingue e letterature straniere - Centro studi Stati Uniti dell'Università degli studi di Milano,,,,
ann_0085,Q113298728,Biblioteca del Polo di lingue e letterature straniere. Sezione di lingue e letterature iberiche e ibero-americane. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: mercoledì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313546 | codice postale: 20123 | dimensione della collezione o esposizione: 20234 | nome ufficiale: Biblioteca del Polo di lingue e letterature straniere - Sezione di lingue e letterature iberiche e ibero-americane dell'Università degli studi di Milano,,,,
ann_0086,Q113298729,Biblioteca del Polo di lingue e letterature straniere. sezione di Anglistica e di Comparatistica. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: mercoledì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313566 | codice postale: 20123 | dimensione della collezione o esposizione: 17121 | nome ufficiale: Biblioteca del Polo di lingue e letterature straniere - sezione di Anglistica e di Comparatistica dell'Università degli studi di Milano,,,,
ann_0087,Q113298727,Biblioteca del Polo di lingue e letterature straniere. sezione di Lingua e e letteratura francese e dei paesi francofoni. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313516 | codice postale: 20123 | dimensione della collezione o esposizione: 15509 | nome ufficiale: Biblioteca del Polo di lingue e letterature straniere - sezione di Lingua e e letteratura francese e dei paesi francofoni dell'Università degli studi di Milano,,,,
ann_0088,Q113298733,Biblioteca del Polo di lingue e letterature straniere. sezione di Lingue e letterature dell'Europa orientale. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313627 | codice postale: 20123 | dimensione della collezione o esposizione: 26855 | nome ufficiale: Biblioteca del Polo di lingue e letterature straniere - sezione di Lingue e letterature dell'Europa orientale dell'Università degli studi di Milano,,,,
ann_0089,Q113319506,Biblioteca del Progetto Grafico c/o Centro di documentazione sul Progetto Grafico di AIAP (AIAP CDPG),biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,membro di: Polo regionale Lombardia | numero di telefono: +39 0229520590 | codice postale: 20129,,,,
ann_0090,Q125745419,Biblioteca del Tribunale amministrativo regionale della Lombardia,biblioteca italiana di Milano,biblioteca,installazione culturale | istituzione pubblica | luogo,nome ufficiale: Biblioteca del Tribunale amministrativo regionale della Lombardia | dimensione della collezione o esposizione: 12000,,,,
ann_0091,Q3639651,Biblioteca del conservatorio Giuseppe Verdi,biblioteca situata nel comune di Milano,biblioteca di un ente pubblico italiano | biblioteca specializzata,biblioteca,campo di lavoro: Arti | membro di: ACNP | membro di: Polo regionale Lombardia | giorni di apertura: lunedì | giorni di apertura: venerdì | prende il nome da: Conservatorio di Musica Giuseppe Verdi | nome ufficiale: Biblioteca del Conservatorio di musica Giuseppe Verdi di Milano | numero di telefono: +39 02762110219,,,,
ann_0092,Q113515480,Biblioteca dell'Accademia dei filodrammatici,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,campo di lavoro: Arti | membro di: Polo regionale Lombardia | entità controllante: Accademia dei Filodrammatici | nome ufficiale: Biblioteca dell'Accademia dei filodrammatici | numero di telefono: +39 0286460849 | codice postale: 20121 | visitatori annui: 100 | dimensione della collezione o esposizione: 8523,,,,
ann_0093,Q113528704,Biblioteca dell'Accademia di belle arti di Brera,biblioteca specializzata a Milano,biblioteca del Ministero della Cultura italiano | biblioteca specializzata,biblioteca,campo di lavoro: Arti | giorni di apertura: lunedì | giorni di apertura: venerdì | proprietario: Ministero della Cultura | entità controllante: Accademia di belle arti di Brera | nome ufficiale: Biblioteca dell'Accademia di belle arti di Brera | numero di telefono: +39 0286460639 | codice postale: 20121,,,,
ann_0094,Q113515575,Biblioteca dell'Agenzia regionale per la protezione dell'ambiente. ARPA della Lombardia,biblioteca specializzata a Milano,biblioteca di un ente pubblico italiano | biblioteca di un ente territoriale italiano | biblioteca specializzata,biblioteca,elemento operato: prestito interbibliotecario nazionale | elemento operato: prestito interbibliotecario intersistemico | Wi-Fi: no | nome ufficiale: Centro di Documentazione Scientifico Ambientale - ARPA Lombardia | numero di telefono: +39 038241221 | numero di telefono: +39 0269666385 | codice postale: 20124 | visitatori annui: 150,,,,
ann_0095,Q113515448,Biblioteca dell'Archivio Storico dell'ASP Golgi-Redaelli di Milano,biblioteca specializzata a Milano,biblioteca di un ente pubblico italiano | biblioteca specializzata,biblioteca,numero di telefono: +39 0272518218 | codice postale: 20123,,,,
ann_0096,Q113092717,Biblioteca dell'Archivio capitolare di S. Ambrogio,biblioteca specializzata a Milano,biblioteca della cattedrale | biblioteca privata,biblioteca | biblioteca ecclesiastica | proprietà privata,"elemento operato: document delivery internazionale | elemento operato: document delivery nazionale | campo di lavoro: Generalità, Informatica e Informazione | campo di lavoro: Religione | Wi-Fi: sì | giorni di apertura: giovedì | nome ufficiale: Biblioteca dell'Archivio capitolare di S. Ambrogio | numero di telefono: +39 0286450895",,,,
ann_0097,Q113528875,Biblioteca dell'Area Stazione Sperimentale per le Industrie degli Oli e Grassi. INNOVHUB,biblioteca specializzata a Milano,biblioteca di un ente pubblico italiano | biblioteca specializzata,biblioteca,elemento operato: prestito bibliotecario | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Ministero delle imprese e del made in Italy | nome ufficiale: INNOVHUB - Biblioteca dell'Area Stazione Sperimentale per le Industrie degli Oli e Grassi | numero di telefono: +39 0270649765 | codice postale: 20133 | visitatori annui: 3,,,,
ann_0098,Q113610831,Biblioteca dell'Associazione Italia Russia di Milano,biblioteca a Milano,biblioteca di conservazione | biblioteca privata,biblioteca | proprietà privata,elemento operato: document delivery internazionale | elemento operato: document delivery nazionale | membro di: Polo regionale Lombardia | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca dell'Associazione Italia Russia | numero di telefono: +39 028056122,,,,
ann_0099,Q113515484,Biblioteca dell'Associazione nazionale alpini. ANA,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: prestito interbibliotecario nazionale | elemento operato: prestito interbibliotecario intersistemico | campo di lavoro: Geografia e Storia | Wi-Fi: no | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Associazione Nazionale Alpini | nome ufficiale: Biblioteca dell'Associazione nazionale alpini - ANA,,,,
ann_0100,Q113515490,Biblioteca dell'Autorità di Regolazione per Energia Reti e Ambiente,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,entità controllante: Autorità di regolazione per energia reti e ambiente | numero di telefono: +39 0265565256 | codice postale: 20121,,,,
ann_0101,Q113515436,Biblioteca dell'Ente Raccolta vinciana,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,campo di lavoro: Arti | membro di: Polo regionale Lombardia | entità controllante: Raccolta Vinciana | nome ufficiale: Biblioteca dell'Ente Raccolta vinciana | numero di telefono: +39 0288463688 | codice postale: 20121 | visitatori annui: 800 | dimensione della collezione o esposizione: 7450,,,,
ann_0102,Q113319459,Biblioteca dell'Ente nazionale italiano di unificazione,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Ente Nazionale Italiano di Unificazione | nome ufficiale: Biblioteca dell'Ente nazionale italiano di unificazione | numero di telefono: +39 02700241 | codice postale: 20133 | dimensione della collezione o esposizione: 250,,,,
ann_0103,Q113610832,Biblioteca dell'ICOM - International Council of Museums. Comitato nazionale italiano,biblioteca a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,"elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | campo di lavoro: Generalità, Informatica e Informazione | membro di: Polo regionale Lombardia | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca dell'ICOM - International Council of Museums. Comitato nazionale italiano | numero di telefono: +39 0267652636",,,,
ann_0104,Q113092724,Biblioteca dell'Istituto Leone XIII,biblioteca di conservazione a Milano,biblioteca di conservazione | biblioteca privata,biblioteca | proprietà privata,struttura presente: sala conferenze | struttura presente: sala lettura | elemento operato: prestito bibliotecario | campo di lavoro: religione | membro di: Polo regionale Lombardia | accessibilità alle persone con disabilità: accessibile alle persone con disabilità motorie | Wi-Fi: sì | giorni di apertura: lunedì,,,,
ann_0105,Q113298726,Biblioteca dell'Istituto di diritto civile della Facoltà di giurisprudenza. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250312554 | codice postale: 20122 | dimensione della collezione o esposizione: 15673 | nome ufficiale: Biblioteca dell'Istituto di diritto civile della Facoltà di giurisprudenza dell'Università degli studi di Milano,,,,
